Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
3,3,2,3,2,0,0,0,0,0,0,0,0,0,0
4,6,5,6,5,0,0,0,0,0,0,0,0,0,0
5,9,8,9,8,0,0,0,0,0,0,0,0,0,0
6,14,14,14,14,0,0,0,0,0,0,0,0,0,0
7,28,26,28,26,0,0,0,0,0,0,0,0,0,0
8,50,48,50,48,0,0,0,0,0,0,0,0,0,0
9,86,85,86,85,0,0,0,0,0,0,0,0,0,0
10,133,142,133,142,0,0,0,0,0,0,0,0,0,0
11,216,234,216,234,0,0,0,0,0,0,0,0,0,0
12,331,376,331,376,0,0,0,0,0,0,0,0,0,0
13,619,641,619,641,0,0,0,0,0,0,0,0,0,0
14,1098,1112,1098,1112,0,0,0,0,0,0,0,0,0,0
15,1049,1862,1049,1862,0,0,0,0,0,0,0,0,0,0
16,1077,2689,1077,2689,0,0,0,0,0,0,0,0,0,0
17,1026,3421,1026,3421,0,0,0,0,0,0,0,0,0,0
18,1024,4186,1024,4186,0,0,0,0,0,0,0,0,0,0
19,1082,5041,1082,5041,0,0,0,0,0,0,0,0,0,0
20,1062,5822,1062,5822,0,0,0,0,0,0,0,0,0,0
21,1113,6695,1113,6695,0,0,0,0,0,0,0,0,0,0
22,1064,7456,1064,7456,0,0,0,0,0,0,0,0,0,0
23,1017,8184,1017,8184,0,0,0,0,0,0,0,0,0,0
24,1027,8961,1027,8961,0,0,0,0,0,0,0,0,0,0
25,966,9639,966,9639,0,0,0,0,0,0,0,0,0,0
26,1036,10469,1036,10469,0,0,0,0,0,0,0,0,0,0
27,1089,11325,1089,11325,0,0,0,0,0,0,0,0,0,0
28,1087,12138,1087,12138,0,0,0,0,0,0,0,0,0,0
29,1097,12968,1097,12968,0,0,0,0,0,0,0,0,0,0
30,1122,13828,1122,13828,0,0,0,0,0,0,0,0,0,0
31,1222,14819,1222,14819,0,0,0,0,0,0,0,0,0,0
32,1218,15730,1218,15730,0,0,0,0,0,0,0,0,0,0
33,1184,16592,1184,16592,0,0,0,0,0,0,0,0,0,0
34,1181,17475,1181,17475,0,0,0,0,0,0,0,0,0,0
35,1193,18378,1193,18378,0,0,0,0,0,0,0,0,0,0
36,1178,19250,1178,19250,0,0,0,0,0,0,0,0,0,0
37,1279,20285,1279,20285,0,0,0,0,0,0,0,0,0,0
38,1283,21251,1283,21251,0,0,0,0,0,0,0,0,0,0
39,1276,22202,1276,22202,0,0,0,0,0,0,0,0,0,0
40,1248,23117,1248,23117,0,0,0,0,0,0,0,0,0,0
41,1225,24018,1225,24018,0,0,0,0,0,0,0,0,0,0
42,1225,24936,1225,24936,0,0,0,0,0,0,0,0,0,0
43,1187,25798,1187,25798,0,0,0,0,0,0,0,0,0,0
44,1139,26615,1139,26615,0,0,0,0,0,0,0,0,0,0
45,1121,27443,1121,27443,0,0,0,0,0,0,0,0,0,0
46,1211,28417,1211,28417,0,0,0,0,0,0,0,0,0,0
47,1154,29239,1154,29239,0,0,0,0,0,0,0,0,0,0
48,1253,30252,1253,30252,0,0,0,0,0,0,0,0,0,0
49,1336,31317,1336,31317,0,0,0,0,0,0,0,0,0,0
50,1341,32326,1341,32326,0,0,0,0,0,0,0,0,0,0
51,1448,33491,1448,33491,0,0,0,0,0,0,0,0,0,0
52,1453,34584,1453,34584,0,0,0,0,0,0,0,0,0,0
53,1366,35543,1366,35543,0,0,0,0,0,0,0,0,0,0
54,1457,36704,1457,36704,0,0,0,0,0,0,0,0,0,0
55,1490,37846,1490,37846,0,0,0,0,0,0,0,0,0,0
56,1528,39020,1528,39020,0,0,0,0,0,0,0,0,0,0
57,1505,40130,1505,40130,0,0,0,0,0,0,0,0,0,0
58,1529,41295,1529,41295,0,0,0,0,0,0,0,0,0,0
59,1646,42616,1646,42616,0,0,0,0,0,0,0,0,0,0
60,1787,44061,1787,44061,0,0,0,0,0,0,0,0,0,0
61,1934,45622,1934,45622,0,0,0,0,0,0,0,0,0,0
62,1898,47018,1898,47018,0,0,0,0,0,0,0,0,0,0
63,1881,48416,1881,48416,0,0,0,0,0,0,0,0,0,0
64,2042,50067,2042,50067,0,0,0,0,0,0,0,0,0,0
65,2229,51880,2229,51880,0,0,0,0,0,0,0,0,0,0
66,2336,53711,2336,53711,0,0,0,0,0,0,0,0,0,0
67,2514,55730,2514,55730,0,0,0,0,0,0,0,0,0,0
