Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,4,1,4,1,0,0,0,0,0,0,0,0,0,0
4,9,2,9,2,0,0,0,0,0,0,0,0,0,0
5,15,3,15,3,0,0,0,0,0,0,0,0,0,0
6,33,7,33,7,0,0,0,0,0,0,0,0,0,0
7,64,14,64,14,0,0,0,0,0,0,0,0,0,0
8,91,29,91,29,0,0,0,0,0,0,0,0,0,0
9,127,49,127,49,0,0,0,0,0,0,0,0,0,0
10,169,76,169,76,0,0,0,0,0,0,0,0,0,0
11,245,116,245,116,0,0,0,0,0,0,0,0,0,0
12,347,172,347,172,0,0,0,0,0,0,0,0,0,0
13,466,245,466,245,0,0,0,0,0,0,0,0,0,0
14,609,339,609,339,0,0,0,0,0,0,0,0,0,0
15,905,489,905,489,0,0,0,0,0,0,0,0,0,0
16,1272,693,1272,693,0,0,0,0,0,0,0,0,0,0
17,1657,949,1657,949,0,0,0,0,0,0,0,0,0,0
18,2263,1307,2263,1307,0,0,0,0,0,0,0,0,0,0
19,2874,1743,2874,1743,0,0,0,0,0,0,0,0,0,0
20,3704,2310,3704,2310,0,0,0,0,0,0,0,0,0,0
21,4739,3031,4739,3031,0,0,0,0,0,0,0,0,0,0
22,6562,4079,6562,4079,0,0,0,0,0,0,0,0,0,0
23,9529,5641,9529,5641,0,0,0,0,0,0,0,0,0,0
24,13058,7715,13058,7715,0,0,0,0,0,0,0,0,0,0
25,17582,10478,17582,10478,0,0,0,0,0,0,0,0,0,0
26,23335,14114,23335,14114,0,0,0,0,0,0,0,0,0,0
27,33882,19667,33882,19667,0,0,0,0,0,0,0,0,0,0
28,47896,27406,47896,27406,0,0,0,0,0,0,0,0,0,0
29,69546,38805,69546,38805,0,0,0,0,0,0,0,0,0,0
30,103985,56108,103985,56108,0,0,0,0,0,0,0,0,0,0
