Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,4,1,4,1,0,0,0,0,0,0,0,0,0,0
4,8,2,8,2,0,0,0,0,0,0,0,0,0,0
5,18,4,18,4,0,0,0,0,0,0,0,0,0,0
6,35,7,35,7,0,0,0,0,0,0,0,0,0,0
7,61,14,61,14,0,0,0,0,0,0,0,0,0,0
8,91,29,91,29,0,0,0,0,0,0,0,0,0,0
9,123,49,123,49,0,0,0,0,0,0,0,0,0,0
10,168,75,168,75,0,0,0,0,0,0,0,0,0,0
11,245,115,245,115,0,0,0,0,0,0,0,0,0,0
12,339,170,339,170,0,0,0,0,0,0,0,0,0,0
13,454,241,454,241,0,0,0,0,0,0,0,0,0,0
14,679,354,679,354,0,0,0,0,0,0,0,0,0,0
15,951,506,951,506,0,0,0,0,0,0,0,0,0,0
16,1271,705,1271,705,0,0,0,0,0,0,0,0,0,0
17,1730,979,1730,979,0,0,0,0,0,0,0,0,0,0
18,2479,1382,2479,1382,0,0,0,0,0,0,0,0,0,0
19,3445,1933,3445,1933,0,0,0,0,0,0,0,0,0,0
20,5151,2790,5151,2790,0,0,0,0,0,0,0,0,0,0
21,7455,4010,7455,4010,0,0,0,0,0,0,0,0,0,0
22,9501,5453,9501,5453,0,0,0,0,0,0,0,0,0,0
23,13841,7726,13841,7726,0,0,0,0,0,0,0,0,0,0
24,18171,10539,18171,10539,0,0,0,0,0,0,0,0,0,0
25,26733,14950,26733,14950,0,0,0,0,0,0,0,0,0,0
26,34069,20126,34069,20126,0,0,0,0,0,0,0,0,0,0
27,43417,26722,43417,26722,0,0,0,0,0,0,0,0,0,0
28,63042,37055,63042,37055,0,0,0,0,0,0,0,0,0,0
29,89722,51605,89722,51605,0,0,0,0,0,0,0,0,0,0
30,119941,70375,119941,70375,0,0,0,0,0,0,0,0,0,0
