Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,4,1,4,1,0,0,0,0,0,0,0,0,0,0
4,7,1,7,1,0,0,0,0,0,0,0,0,0,0
5,15,3,15,3,0,0,0,0,0,0,0,0,0,0
6,27,6,27,6,0,0,0,0,0,0,0,0,0,0
7,52,12,52,12,0,0,0,0,0,0,0,0,0,0
8,68,22,68,22,0,0,0,0,0,0,0,0,0,0
9,88,36,88,36,0,0,0,0,0,0,0,0,0,0
10,127,57,127,57,0,0,0,0,0,0,0,0,0,0
11,178,85,178,85,0,0,0,0,0,0,0,0,0,0
12,250,125,250,125,0,0,0,0,0,0,0,0,0,0
13,326,176,326,176,0,0,0,0,0,0,0,0,0,0
14,478,254,478,254,0,0,0,0,0,0,0,0,0,0
15,621,350,621,350,0,0,0,0,0,0,0,0,0,0
16,880,492,880,492,0,0,0,0,0,0,0,0,0,0
17,1147,669,1147,669,0,0,0,0,0,0,0,0,0,0
18,1611,928,1611,928,0,0,0,0,0,0,0,0,0,0
19,2278,1296,2278,1296,0,0,0,0,0,0,0,0,0,0
20,3166,1803,3166,1803,0,0,0,0,0,0,0,0,0,0
21,4354,2496,4354,2496,0,0,0,0,0,0,0,0,0,0
22,6072,3469,6072,3469,0,0,0,0,0,0,0,0,0,0
23,8758,4900,8758,4900,0,0,0,0,0,0,0,0,0,0
24,12674,6973,12674,6973,0,0,0,0,0,0,0,0,0,0
25,17369,9731,17369,9731,0,0,0,0,0,0,0,0,0,0
26,25387,13907,25387,13907,0,0,0,0,0,0,0,0,0,0
27,37472,20101,37472,20101,0,0,0,0,0,0,0,0,0,0
28,53330,28750,53330,28750,0,0,0,0,0,0,0,0,0,0
29,71291,39906,71291,39906,0,0,0,0,0,0,0,0,0,0
30,102147,56532,102147,56532,0,0,0,0,0,0,0,0,0,0
