Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,4,1,4,1,0,0,0,0,0,0,0,0,0,0
4,8,2,8,2,0,0,0,0,0,0,0,0,0,0
5,15,3,15,3,0,0,0,0,0,0,0,0,0,0
6,30,7,30,7,0,0,0,0,0,0,0,0,0,0
7,57,13,57,13,0,0,0,0,0,0,0,0,0,0
8,79,26,79,26,0,0,0,0,0,0,0,0,0,0
9,115,44,115,44,0,0,0,0,0,0,0,0,0,0
10,169,72,169,72,0,0,0,0,0,0,0,0,0,0
11,243,112,243,112,0,0,0,0,0,0,0,0,0,0
12,350,169,350,169,0,0,0,0,0,0,0,0,0,0
13,507,252,507,252,0,0,0,0,0,0,0,0,0,0
14,699,363,699,363,0,0,0,0,0,0,0,0,0,0
15,999,525,999,525,0,0,0,0,0,0,0,0,0,0
16,1475,769,1475,769,0,0,0,0,0,0,0,0,0,0
17,1873,1053,1873,1053,0,0,0,0,0,0,0,0,0,0
18,2387,1416,2387,1416,0,0,0,0,0,0,0,0,0,0
19,3111,1895,3111,1895,0,0,0,0,0,0,0,0,0,0
20,4368,2598,4368,2598,0,0,0,0,0,0,0,0,0,0
21,5588,3449,5588,3449,0,0,0,0,0,0,0,0,0,0
22,8060,4765,8060,4765,0,0,0,0,0,0,0,0,0,0
23,11703,6683,11703,6683,0,0,0,0,0,0,0,0,0,0
24,17105,9497,17105,9497,0,0,0,0,0,0,0,0,0,0
25,21553,12747,21553,12747,0,0,0,0,0,0,0,0,0,0
26,29951,17540,29951,17540,0,0,0,0,0,0,0,0,0,0
27,38313,23375,38313,23375,0,0,0,0,0,0,0,0,0,0
28,52136,31620,52136,31620,0,0,0,0,0,0,0,0,0,0
29,75202,43903,75202,43903,0,0,0,0,0,0,0,0,0,0
30,109915,61981,109915,61981,0,0,0,0,0,0,0,0,0,0
