Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,3,1,3,1,0,0,0,0,0,0,0,0,0,0
4,6,1,6,1,0,0,0,0,0,0,0,0,0,0
5,12,2,12,2,0,0,0,0,0,0,0,0,0,0
6,20,5,20,5,0,0,0,0,0,0,0,0,0,0
7,39,9,39,9,0,0,0,0,0,0,0,0,0,0
8,54,18,54,18,0,0,0,0,0,0,0,0,0,0
9,69,28,69,28,0,0,0,0,0,0,0,0,0,0
10,91,42,91,42,0,0,0,0,0,0,0,0,0,0
11,121,61,121,61,0,0,0,0,0,0,0,0,0,0
12,181,91,181,91,0,0,0,0,0,0,0,0,0,0
13,243,129,243,129,0,0,0,0,0,0,0,0,0,0
14,324,179,324,179,0,0,0,0,0,0,0,0,0,0
15,430,246,430,246,0,0,0,0,0,0,0,0,0,0
16,628,350,628,350,0,0,0,0,0,0,0,0,0,0
17,907,498,907,498,0,0,0,0,0,0,0,0,0,0
18,1321,715,1321,715,0,0,0,0,0,0,0,0,0,0
19,1741,985,1741,985,0,0,0,0,0,0,0,0,0,0
20,2336,1351,2336,1351,0,0,0,0,0,0,0,0,0,0
21,3470,1926,3470,1926,0,0,0,0,0,0,0,0,0,0
22,5139,2777,5139,2777,0,0,0,0,0,0,0,0,0,0
23,6969,3877,6969,3877,0,0,0,0,0,0,0,0,0,0
24,10419,5611,10419,5611,0,0,0,0,0,0,0,0,0,0
25,15329,8141,15329,8141,0,0,0,0,0,0,0,0,0,0
26,21449,11587,21449,11587,0,0,0,0,0,0,0,0,0,0
27,27232,15713,27232,15713,0,0,0,0,0,0,0,0,0,0
28,36535,21443,36535,21443,0,0,0,0,0,0,0,0,0,0
29,54100,30401,54100,30401,0,0,0,0,0,0,0,0,0,0
30,76477,42758,76477,42758,0,0,0,0,0,0,0,0,0,0
31,112145,61235,112145,61235,0,0,0,0,0,0,0,0,0,0
32,148840,84426,148840,84426,0,0,0,0,0,0,0,0,0,0
33,211114,118600,211114,118600,0,0,0,0,0,0,0,0,0,0
34,309578,169605,309578,169605,0,0,0,0,0,0,0,0,0,0
35,431676,238827,431676,238827,0,0,0,0,0,0,0,0,0,0
36,564633,326025,564633,326025,0,0,0,0,0,0,0,0,0,0
37,738541,440081,738541,440081,0,0,0,0,0,0,0,0,0,0
38,973101,591039,973101,591039,0,0,0,0,0,0,0,0,0,0
39,1314855,798115,1314855,798115,0,0,0,0,0,0,0,0,0,0
40,1814500,1087383,1814500,1087383,0,0,0,0,0,0,0,0,0,0
41,2399495,1460444,2399495,1460444,0,0,0,0,0,0,0,0,0,0
42,3253716,1973936,3253716,1973936,0,0,0,0,0,0,0,0,0,0
43,4255860,2631187,4255860,2631187,0,0,0,0,0,0,0,0,0,0
44,5913944,3577690,5913944,3577690,0,0,0,0,0,0,0,0,0,0
45,7990920,4836177,7990920,4836177,0,0,0,0,0,0,0,0,0,0
46,10375410,6431165,10375410,6431165,0,0,0,0,0,0,0,0,0,0
47,13869848,8601701,13869848,8601701,0,0,0,0,0,0,0,0,0,0
48,18408060,11469985,18408060,11469985,0,0,0,0,0,0,0,0,0,0
49,26463426,15784834,26463426,15784834,0,0,0,0,0,0,0,0,0,0
50,35757383,21416251,35757381,21416251,0,0,0,0,0,0,2,0,0,0
51,48315376,29025423,48315372,29025422,0,0,0,0,0,0,4,1,0,0
52,61805033,38437257,61805023,38437256,0,0,0,0,0,0,8,1,2,0
53,83510969,51589369,83510945,51589365,0,0,2,0,0,0,18,3,4,1
54,108430660,68258161,108430610,68258150,0,0,3,1,0,0,39,8,8,2
55,146511540,91332203,146511439,91332183,0,0,7,1,2,0,76,16,16,3
56,188824130,120224282,188823941,120224239,0,0,14,3,4,1,139,32,32,7
57,269640888,164031478,269640586,164031392,0,0,27,6,8,2,201,64,66,14
58,353984613,218822515,353984157,218822359,0,0,54,12,16,3,292,112,94,29
59,522481303,305194752,522480612,305194492,0,0,111,24,36,7,423,181,121,48
60,470233565,357442975,470232550,357442553,0,0,142,46,77,16,623,284,173,76
61,423210758,404466454,423209294,404465808,0,0,192,76,171,35,845,417,256,118
62,380890334,446787693,380888364,446786737,0,0,258,117,255,77,1089,584,368,178
63,342802144,484876938,342799528,484875574,0,0,349,172,335,129,1440,808,492,255
64,308523306,519157495,308519575,519155527,2,0,511,256,446,198,2126,1159,646,355
65,277672511,550010209,277667617,550007484,3,1,710,369,579,287,2750,1581,852,487
66,249907634,577778053,249900855,577774246,7,1,950,518,863,431,3796,2186,1163,671
67,224919935,602769581,224910769,602764331,15,3,1339,734,1276,642,5020,2966,1516,905
68,12399,579007201,0,579000000,26,6,1784,1012,1908,959,6734,4022,1947,1202
69,16341,579009734,0,579000000,46,11,2402,1390,2661,1386,8583,5326,2649,1621
70,21871,579013158,0,579000000,64,21,3384,1935,3353,1891,11185,7050,3885,2261
71,30788,579018121,0,579000000,95,37,4687,2684,4772,2665,15704,9577,5530,3158
72,44000,579025272,0,579000000,139,60,6424,3704,6542,3704,23104,13390,7791,4414
73,59735,579034707,0,579000000,181,88,8495,5025,9687,5308,31107,18279,10265,6007
74,81008,579047490,0,579000000,251,128,11478,6832,13368,7439,42779,25085,13132,8006
75,112958,579065603,0,579000000,366,188,14959,9137,17550,10155,63347,35574,16736,10549
76,153242,579089794,0,579000000,480,262,22007,12769,26241,14522,81338,47990,23176,14251
77,209507,579123015,0,579000000,645,363,29314,17347,35709,20169,111856,65787,31983,19349
78,293157,579170117,0,579000000,887,504,38624,23339,46022,27211,164562,92946,43062,26117
79,413746,579236907,0,579000000,1305,719,57010,32763,68591,38606,224727,128557,62113,36262
80,537433,579319547,0,579000000,1782,1002,81410,45989,91034,52790,283156,171255,80051,48511
81,740790,579437564,0,579000000,2605,1430,108439,62922,119510,71288,407066,237627,103170,64297
82,975388,579588813,0,579000000,3732,2037,156412,88471,162055,96864,520718,316923,132471,84518
83,1320746,579797076,0,579000000,5097,2845,207590,120817,239194,136405,688598,423983,180267,113026
84,1852188,580095029,0,579000000,6888,3930,306403,171469,346162,193046,937044,572169,255691,154415
85,2605545,580514892,0,579000000,8977,5313,406659,234833,451119,262556,1392074,803057,346716,209133
86,3665680,581105618,0,579000000,12431,7299,559238,323810,659356,371005,1967836,1121006,466819,282498
87,4976730,581891591,0,579000000,16141,9780,752958,442145,935231,522393,2583375,1520871,689025,396402
88,6596480,582918618,0,579000000,20881,12982,977641,592435,1245729,716921,3391454,2045812,960775,550468
89,9466325,584460639,0,579000000,27011,17125,1363222,811035,1766942,1002940,5070904,2889606,1238246,739933
90,12881821,586497805,0,579000000,37794,23197,1933595,1124031,2641931,1442556,6559722,3895674,1708779,1012347
91,17365162,589228868,0,579000000,55240,32283,2677642,1551742,3455647,1976226,8957956,5315198,2218677,1353419
92,24644452,593219335,0,579000000,75701,44303,3977905,2211513,5017599,2798670,12404977,7296697,3168270,1868152
93,35161479,598929149,0,579000000,113189,63138,5088536,2986409,6948372,3908563,18547923,10383056,4463459,2587983
94,47415718,606387894,0,579000000,161091,89262,7217580,4154737,10155741,5578951,24171651,14107479,5709655,3457465
95,67912301,617439005,1,579000000,223854,125089,10479926,5872522,14502399,7935083,34169046,19628284,8537075,4878027
96,92288503,632022093,1,579000000,303546,172993,15669587,8479927,20291756,11195223,44857121,26571434,11166492,6602516
97,131539845,653370991,1,579000000,405782,236495,21774458,11964844,27418223,15513308,66424423,37570400,15516958,9085944
98,182081642,682448921,1,579000000,569719,328202,29630681,16650707,40864121,22302061,89752680,51705517,21264440,12462434
99,242005414,720190070,1,579000000,808089,459010,38330251,22529435,51684939,30115280,132044140,73497467,19137994,14588878
100,325103424,771215250,2,579000001,1107406,634850,52343790,30824101,71573304,41547989,182854727,102705631,17224195,16502678
101,413052755,833840511,0,579000000,1592007,894426,65953175,40769421,92587225,55748133,237418574,139203434,15501774,18225097
102,544438014,918318421,1,579000000,2372727,1288607,86266753,54091962,123326183,75006275,318520755,189156302,13951595,19775275
103,781689215,1045685974,3,579000000,3217420,1796371,118634039,72967128,172557993,102730001,474723327,268022040,12556433,21170434
